,Institute,Sci_topic,Author,Year,Conf_level,Material,M_Type,MatGroupFKM,Batch,Manufacturer,Prod_Proc,Furn_capa,Deoxid_proc,Ingot_size,Red_ratio,HProc,Form,DorTh,Length,C,Si,Mn,P,S,Ni,Cr,Mo,Cu,Al,V,Nb,N_,Ti,Ca,O,dA,dB,dC,dD,DS,Exp_n,Exp_b,DefType,Proc_name,Microstruct,Tstart,Tend,Vcf,NTemp,Ntime,CTemp,Ctime,THTemp,THtime,THQCr,QmTemp,THTemp2,THtime2,THQCr2,QmTemp2,TTemp,Ttime,TCr,Gm,Gstd,Texture,GrainRatio,Poros,Geometry_type,CS_form,CS_surface,QS_LD,Re_U,Re_U_dev,Rp02,Rp02_dev,Rm,Rm_dev,R_true_fracture,Rtf_dev,AG,AG_dev,A5,A5_dev,Z,Z_dev,A_KerbSchlag,A_KS_dev,HV20,HV20_dev,HardProc,t_eff,t_eff_dev,HV20_core,HV20_core_dev,Rp02_base,Rm_base,AG_base,A5_base,Z_base,Deff,Kt,G0,G0_r,G0_d,A90_Mises,V90_Mises,Kp,Rz,Finish,Finish_speci,SpecF,LD,Prstrain,RS_depth,RS_I,RSII,Sa,N,outcome,fail_loc,defect_type,R_ratio,Nu,Control,Machine,f_test,L_Type,Sd,Sd_unc,k,k_unc,NE,NE_unc,1Ts,1Ts_unc,method,n_spec,n_lvls_frac,n_lvls_inf,Nu_cur,Sa_min,Nm_Sa_min
NIMS485,,,,,,,Stainless,Stainless_Steel,,,,,,,730.0,Hot rolled,,,,0.14,0.32,0.81,0.029,0.019,0.24,11.65,0.04,0.01,,,,,,,,0.04,0.0,0.01,,,,,,,,,,,30.0,,30.0,0.0,975.0,30.0,200.0,30.0,,,,,700.0,120.0,450.0,9.6,,,,,A5-standard specimen,Cylindric,50.25,0,,,594.0,,733.0,,1403.0,,,,23.0,,69.0,,195.0,,244.0,,,0.0,,,,,,,,,4,1.0,0.25,0.0,0.25,,73.83259,3.6,1.5,,,cylinder,0,0,,,,"[520.0, 520.0, 500.0, 500.0, 480.0, 480.0, 460.0, 460.0, 440.0, 440.0, 435.0, 435.0, 435.0, 430.0]","[101000, 113000, 191000, 214000, 358000, 359000, 762000, 957000, 2040000, 21200000, 3620000, 6680000, 21200000, 21200000]","['failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'runout', 'failure', 'failure', 'runout', 'runout']","[None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None]",-1.0,21200000.0,Force,,50.0,1.0,435.99,13.406,20.334,4.919,3196095.0,1894759.0,1.037,0.036,4 params,14.0,6.0,3.0,10000000.0,,
NIMS486,,,,,,,Stainless,Stainless_Steel,,,,,,,1410.0,Hot rolled,,,,0.09,0.49,0.66,0.022,0.005,0.11,12.7,0.02,0.01,,,,,,,,0.04,0.0,0.03,,,,,,,,,,,30.0,,30.0,0.0,975.0,30.0,200.0,30.0,,,,,700.0,120.0,450.0,9.5,,,,,A5-standard specimen,Cylindric,50.25,0,,,562.0,,704.0,,1439.0,,,,26.0,,74.0,,288.0,,232.0,,,0.0,,,,,,,,,4,1.0,0.25,0.0,0.25,,73.83259,3.6,1.5,,,cylinder,0,0,,,,"[500.0, 500.0, 480.0, 480.0, 460.0, 460.0, 440.0, 440.0, 430.0, 425.0, 425.0, 425.0, 420.0, 420.0]","[104000, 117000, 201000, 228000, 374000, 380000, 677000, 728000, 1740000, 1230000, 1830000, 21200000, 21200000, 21200000]","['failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'runout', 'runout', 'runout']","[None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None]",-1.0,21200000.0,Force,,50.0,1.0,424.14,12.068,16.245,3.064,1532677.0,973501.0,1.026,0.039,4 params,14.0,6.0,2.0,10000000.0,,
NIMS487,,,,,,,Stainless,Stainless_Steel,,,,,,,590.0,Hot rolled,,,,0.13,0.21,0.32,0.024,0.023,0.08,11.77,0.04,0.01,,,,,,,,0.03,0.03,0.03,,,,,,,,,,,30.0,,30.0,0.0,975.0,30.0,200.0,30.0,,,,,700.0,120.0,450.0,8.3,,,,,A5-standard specimen,Cylindric,50.25,0,,,563.0,,699.0,,1405.0,,,,24.0,,71.0,,220.0,,228.0,,,0.0,,,,,,,,,4,1.0,0.25,0.0,0.25,,73.83259,3.6,1.5,,,cylinder,0,0,,,,"[480.0, 480.0, 460.0, 460.0, 440.0, 440.0, 420.0, 420.0, 410.0, 400.0, 400.0, 400.0, 390.0, 390.0]","[115000, 115000, 142000, 181000, 430000, 501000, 717000, 798000, 1040000, 1120000, 1570000, 13900000, 21200000, 21200000]","['failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'runout', 'runout']","[None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None]",-1.0,21200000.0,Force,,50.0,1.0,398.35,14.662,14.169,3.24,1536845.0,1278213.0,1.031,0.039,4 params,14.0,6.0,2.0,10000000.0,,
NIMS488,,,,,,,Stainless,Stainless_Steel,,,,,,,860.0,Hot rolled,,,,0.15,0.44,0.83,0.029,0.006999999999999999,0.16,11.75,0.04,0.01,,,,,,,,0.0,0.0,0.01,,,,,,,,,,,30.0,,30.0,0.0,975.0,30.0,200.0,30.0,,,,,700.0,120.0,450.0,8.6,,,,,A5-standard specimen,Cylindric,50.25,0,,,584.0,,740.0,,1515.0,,,,25.0,,71.0,,200.0,,242.0,,,0.0,,,,,,,,,4,1.0,0.25,0.0,0.25,,73.83259,3.6,1.5,,,cylinder,0,0,,,,"[520.0, 520.0, 500.0, 500.0, 480.0, 480.0, 460.0, 460.0, 440.0, 440.0, 430.0, 430.0, 430.0, 420.0, 420.0, 420.0]","[73500, 74200, 165000, 170000, 284000, 293000, 480000, 800000, 897000, 1610000, 1550000, 1950000, 4990000, 21200000, 21200000, 21200000]","['failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'runout', 'runout', 'runout']","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",-1.0,21200000.0,Force,,50.0,1.0,424.78,11.508,17.86,3.394,2722854.0,1686437.0,1.042,0.032,4 params,16.0,6.0,1.0,10000000.0,,
NIMS489,,,,,,,Stainless,Stainless_Steel,,,,,,,540.0,Hot rolled,,,,0.13,0.29,0.8,0.028,0.019,0.29,11.7,0.08,0.01,,,,,,,,0.05,0.0,0.01,,,,,,,,,,,30.0,,30.0,0.0,975.0,30.0,200.0,30.0,,,,,700.0,120.0,450.0,9.0,,,,,A5-standard specimen,Cylindric,50.25,0,,,591.0,,746.0,,1410.0,,,,24.0,,68.0,,180.0,,237.0,,,0.0,,,,,,,,,4,1.0,0.25,0.0,0.25,,73.83259,3.6,1.5,,,cylinder,0,0,,,,"[500.0, 500.0, 480.0, 480.0, 460.0, 460.0, 440.0, 440.0, 440.0, 430.0, 430.0, 430.0, 420.0, 420.0]","[139000, 166000, 299000, 313000, 431000, 582000, 971000, 1400000, 1760000, 1280000, 2180000, 21200000, 21200000, 21200000]","['failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'runout', 'runout', 'runout']","[None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None]",-1.0,21200000.0,Force,,50.0,1.0,428.16,13.604,16.389,3.492,1896797.0,1495102.0,1.032,0.037,4 params,14.0,5.0,2.0,10000000.0,,
NIMS49,,,,,,,C-st_struct,Steel,,,,,,,1270.0,Hot rolled,,,,0.45,0.26,0.76,0.027000000000000003,0.019,0.01,0.11,0.0,0.02,,,,,,,,0.12,0.01,0.0,,,,,,,,,,,845.0,,30.0,0.0,845.0,30.0,450.0,30.0,,,,,550.0,60.0,450.0,9.6,,,,,A5-standard specimen,Cylindric,50.25,0,604.0,,604.0,,801.0,,1534.0,,,,22.0,,66.0,,150.0,,271.0,,,0.0,,,,,,,,,4,1.0,0.25,0.0,0.25,,73.83259,3.6,1.5,,,cylinder,0,0,,,,"[520.0, 520.0, 500.0, 500.0, 490.0, 490.0, 480.0, 480.0, 470.0, 470.0, 460.0, 460.0, 460.0, 450.0, 450.0, 450.0, 440.0, 440.0, 440.0]","[74700, 79200, 123000, 126000, 128000, 136000, 162000, 259000, 208000, 239000, 237000, 882000, 21200000, 386000, 556000, 754000, 21200000, 21200000, 21200000]","['failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'runout', 'failure', 'failure', 'failure', 'runout', 'runout', 'runout']","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",-1.0,21200000.0,Force,,50.0,1.0,427.14,29.994,5.233,3.469,392697.0,440570.0,1.266,0.225,4 params,19.0,7.0,2.0,10000000.0,450.0,544935
NIMS490,,,,,,,Stainless,Stainless_Steel,,,,,,,940.0,Hot rolled,,,,0.09,0.5,0.56,0.016,0.003,0.09,12.55,0.02,0.01,,,,,,,,0.04,0.0,0.03,,,,,,,,,,,30.0,,30.0,0.0,975.0,30.0,200.0,30.0,,,,,700.0,120.0,450.0,8.4,,,,,A5-standard specimen,Cylindric,50.25,0,,,565.0,,718.0,,1467.0,,,,25.0,,73.0,,285.0,,231.0,,,0.0,,,,,,,,,4,1.0,0.25,0.0,0.25,,73.83259,3.6,1.5,,,cylinder,0,0,,,,"[500.0, 500.0, 480.0, 480.0, 460.0, 460.0, 440.0, 440.0, 430.0, 430.0, 420.0, 420.0, 420.0, 410.0]","[97700, 118000, 223000, 269000, 459000, 553000, 592000, 1140000, 1890000, 3010000, 4210000, 21200000, 21200000, 21200000]","['failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'runout', 'runout', 'runout']","[None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None]",-1.0,21200000.0,Force,,50.0,1.0,421.64,13.182,19.709,4.102,2916908.0,2022553.0,1.037,0.036,4 params,14.0,6.0,2.0,10000000.0,,
NIMS491,,,,,,,Stainless,Stainless_Steel,,,,,,,730.0,Hot rolled,,,,0.14,0.3,0.75,0.028,0.015,0.31,11.75,0.05,0.01,,,,,,,,0.1,0.0,0.01,,,,,,,,,,,30.0,,30.0,0.0,975.0,30.0,200.0,30.0,,,,,700.0,120.0,450.0,9.5,,,,,A5-standard specimen,Cylindric,50.25,0,,,614.0,,759.0,,1452.0,,,,23.0,,69.0,,220.0,,243.0,,,0.0,,,,,,,,,4,1.0,0.25,0.0,0.25,,73.83259,3.6,1.5,,,cylinder,0,0,,,,"[520.0, 520.0, 500.0, 500.0, 480.0, 480.0, 460.0, 460.0, 450.0, 445.0, 445.0, 440.0, 440.0, 435.0]","[138000, 140000, 190000, 229000, 314000, 331000, 702000, 725000, 1450000, 2470000, 21200000, 3540000, 21200000, 21200000]","['failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'runout', 'failure', 'runout', 'runout']","[None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None]",-1.0,21200000.0,Force,,50.0,1.0,442.4,11.593,18.136,3.249,1979703.0,1234057.0,1.041,0.038,4 params,14.0,7.0,3.0,10000000.0,,
NIMS492,,,,,,,Stainless,Stainless_Steel,,,,,,,640.0,Hot rolled,,,,0.13,0.43,0.66,0.023,0.006,0.12,11.65,0.08,0.01,,,,,,,,0.01,0.0,0.04,,,,,,,,,,,30.0,,30.0,0.0,975.0,30.0,200.0,30.0,,,,,700.0,120.0,450.0,8.3,,,,,A5-standard specimen,Cylindric,50.25,0,,,568.0,,721.0,,1511.0,,,,25.0,,72.0,,214.0,,238.0,,,0.0,,,,,,,,,4,1.0,0.25,0.0,0.25,,73.83259,3.6,1.5,,,cylinder,0,0,,,,"[500.0, 500.0, 480.0, 480.0, 460.0, 460.0, 440.0, 440.0, 420.0, 420.0, 405.0, 400.0, 400.0, 395.0, 395.0, 390.0]","[111000, 133000, 206000, 215000, 350000, 366000, 447000, 571000, 1150000, 1590000, 2190000, 1380000, 21200000, 5890000, 21200000, 21200000]","['failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'runout', 'failure', 'runout', 'runout']","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",-1.0,21200000.0,Force,,50.0,1.0,397.42,10.972,13.879,2.535,2724319.0,1624435.0,1.054,0.036,4 params,16.0,8.0,3.0,10000000.0,,
NIMS493,,,,,,,Stainless,Stainless_Steel,,,,,,,940.0,Hot rolled,,,,0.1,0.45,0.58,0.025,0.002,0.22,12.65,0.04,0.01,,,,,,,,0.01,0.02,0.06,,,,,,,,,,,30.0,,30.0,0.0,975.0,30.0,200.0,30.0,,,,,700.0,120.0,450.0,8.8,,,,,A5-standard specimen,Cylindric,50.25,0,,,610.0,,747.0,,1529.0,,,,23.0,,72.0,,254.0,,247.0,,,0.0,,,,,,,,,4,1.0,0.25,0.0,0.25,,73.83259,3.6,1.5,,,cylinder,0,0,,,,"[520.0, 520.0, 500.0, 500.0, 480.0, 480.0, 460.0, 460.0, 440.0, 440.0, 430.0, 430.0, 430.0, 420.0, 420.0, 420.0]","[111000, 123000, 278000, 285000, 384000, 473000, 727000, 912000, 1980000, 6910000, 2200000, 9950000, 21200000, 21200000, 21200000, 21200000]","['failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'runout', 'runout', 'runout', 'runout']","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",-1.0,21200000.0,Force,,50.0,1.0,428.57,11.034,19.763,3.853,4847818.0,2462275.0,1.058,0.033,4 params,16.0,6.0,2.0,10000000.0,,
NIMS494,,,,,,,Stainless,Stainless_Steel,,,,,,,590.0,Hot rolled,,,,0.14,0.31,0.38,0.028,0.017,0.16,11.94,0.03,0.01,,,,,,,,0.02,0.01,0.02,,,,,,,,,,,30.0,,30.0,0.0,975.0,30.0,200.0,30.0,,,,,750.0,120.0,450.0,8.0,,,,,A5-standard specimen,Cylindric,50.25,0,,,528.0,,679.0,,1359.0,,,,26.0,,71.0,,261.0,,224.0,,,0.0,,,,,,,,,4,1.0,0.25,0.0,0.25,,73.83259,3.6,1.5,,,cylinder,0,0,,,,"[480.0, 480.0, 460.0, 460.0, 440.0, 440.0, 420.0, 420.0, 405.0, 400.0, 400.0, 400.0, 395.0, 395.0]","[85400, 102000, 203000, 221000, 484000, 523000, 864000, 908000, 2900000, 3790000, 5180000, 21200000, 21200000, 21200000]","['failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'runout', 'runout', 'runout']","[None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None]",-1.0,21200000.0,Force,,50.0,1.0,399.14,11.337,20.307,4.834,3650195.0,1986775.0,1.026,0.032,4 params,14.0,6.0,2.0,10000000.0,,
NIMS495,,,,,,,Stainless,Stainless_Steel,,,,,,,860.0,Hot rolled,,,,0.14,0.31,0.66,0.025,0.008,0.16,11.79,0.15,0.01,,,,,,,,0.0,0.0,0.01,,,,,,,,,,,30.0,,30.0,0.0,975.0,30.0,200.0,30.0,,,,,750.0,120.0,450.0,7.5,,,,,A5-standard specimen,Cylindric,50.25,0,,,490.0,,663.0,,1405.0,,,,27.0,,73.0,,260.0,,221.0,,,0.0,,,,,,,,,4,1.0,0.25,0.0,0.25,,73.83259,3.6,1.5,,,cylinder,0,0,,,,"[460.0, 460.0, 440.0, 440.0, 420.0, 420.0, 400.0, 400.0, 390.0, 380.0, 380.0, 380.0, 370.0, 370.0]","[104000, 105000, 265000, 364000, 320000, 614000, 757000, 1350000, 5130000, 2330000, 3560000, 21200000, 21200000, 21200000]","['failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'runout', 'runout', 'runout']","[None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None]",-1.0,21200000.0,Force,,50.0,1.0,378.19,10.763,17.945,3.74,3651745.0,2064076.0,1.056,0.035,4 params,14.0,6.0,2.0,10000000.0,,
NIMS496,,,,,,,Stainless,Stainless_Steel,,,,,,,730.0,Hot rolled,,,,0.14,0.32,0.81,0.029,0.019,0.24,11.65,0.04,0.01,,,,,,,,0.04,0.0,0.01,,,,,,,,,,,30.0,,30.0,0.0,975.0,30.0,200.0,30.0,,,,,750.0,120.0,450.0,9.6,,,,,A5-standard specimen,Cylindric,50.25,0,,,506.0,,673.0,,1428.0,,,,27.0,,73.0,,251.0,,222.0,,,0.0,,,,,,,,,4,1.0,0.25,0.0,0.25,,73.83259,3.6,1.5,,,cylinder,0,0,,,,"[480.0, 480.0, 460.0, 460.0, 440.0, 440.0, 420.0, 420.0, 410.0, 400.0, 400.0, 400.0, 390.0, 390.0]","[64700, 90800, 155000, 215000, 300000, 455000, 546000, 1030000, 2380000, 1950000, 2590000, 21200000, 21200000, 21200000]","['failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'runout', 'runout', 'runout']","[None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None]",-1.0,21200000.0,Force,,50.0,1.0,398.3,12.881,18.784,4.492,2536770.0,1522217.0,1.036,0.035,4 params,14.0,6.0,2.0,10000000.0,,
NIMS497,,,,,,,Stainless,Stainless_Steel,,,,,,,1410.0,Hot rolled,,,,0.09,0.49,0.66,0.022,0.005,0.11,12.7,0.02,0.01,,,,,,,,0.04,0.0,0.03,,,,,,,,,,,30.0,,30.0,0.0,975.0,30.0,200.0,30.0,,,,,750.0,120.0,450.0,9.5,,,,,A5-standard specimen,Cylindric,50.25,0,,,473.0,,668.0,,1476.0,,,,29.0,,74.0,,311.0,,212.0,,,0.0,,,,,,,,,4,1.0,0.25,0.0,0.25,,73.83259,3.6,1.5,,,cylinder,0,0,,,,"[460.0, 460.0, 440.0, 440.0, 420.0, 420.0, 400.0, 400.0, 400.0, 400.0, 390.0, 390.0, 390.0, 380.0]","[113000, 116000, 238000, 347000, 345000, 942000, 1160000, 1970000, 2280000, 2640000, 5190000, 21200000, 21200000, 21200000]","['failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'runout', 'runout', 'runout']","[None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None]",-1.0,21200000.0,Force,,50.0,1.0,390.98,11.654,21.275,4.298,3318234.0,2235699.0,1.04,0.032,4 params,14.0,5.0,2.0,10000000.0,,
NIMS498,,,,,,,Stainless,Stainless_Steel,,,,,,,590.0,Hot rolled,,,,0.13,0.21,0.32,0.024,0.023,0.08,11.77,0.04,0.01,,,,,,,,0.03,0.03,0.03,,,,,,,,,,,30.0,,30.0,0.0,975.0,30.0,200.0,30.0,,,,,750.0,120.0,450.0,8.3,,,,,A5-standard specimen,Cylindric,50.25,0,,,482.0,,646.0,,1421.0,,,,27.0,,73.0,,270.0,,212.0,,,0.0,,,,,,,,,4,1.0,0.25,0.0,0.25,,73.83259,3.6,1.5,,,cylinder,0,0,,,,"[440.0, 440.0, 420.0, 420.0, 400.0, 400.0, 380.0, 380.0, 365.0, 365.0, 360.0, 360.0, 360.0, 355.0]","[101000, 102000, 245000, 251000, 428000, 748000, 1080000, 1500000, 2930000, 21200000, 4700000, 21200000, 21200000, 21200000]","['failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'runout', 'failure', 'runout', 'runout', 'runout']","[None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None]",-1.0,21200000.0,Force,,50.0,1.0,363.04,17.015,18.103,5.955,3302981.0,2212437.0,1.026,0.038,4 params,14.0,6.0,3.0,10000000.0,,
NIMS499,,,,,,,Stainless,Stainless_Steel,,,,,,,860.0,Hot rolled,,,,0.15,0.44,0.83,0.029,0.006999999999999999,0.16,11.75,0.04,0.01,,,,,,,,0.0,0.0,0.01,,,,,,,,,,,30.0,,30.0,0.0,975.0,30.0,200.0,30.0,,,,,750.0,120.0,450.0,8.6,,,,,A5-standard specimen,Cylindric,50.25,0,,,513.0,,692.0,,1497.0,,,,29.0,,73.0,,278.0,,223.0,,,0.0,,,,,,,,,4,1.0,0.25,0.0,0.25,,73.83259,3.6,1.5,,,cylinder,0,0,,,,"[480.0, 480.0, 460.0, 460.0, 440.0, 440.0, 420.0, 420.0, 405.0, 400.0, 400.0, 400.0, 395.0, 395.0]","[80700, 81300, 227000, 249000, 365000, 457000, 791000, 869000, 2460000, 2950000, 4710000, 21200000, 21200000, 21200000]","['failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'runout', 'runout', 'runout']","[None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None]",-1.0,21200000.0,Force,,50.0,1.0,399.14,11.34,19.73,4.198,3135607.0,1742440.0,1.029,0.033,4 params,14.0,6.0,2.0,10000000.0,,
NIMS5,,,,,,,C-st_struct,Steel,,,,,,,825.0,Hot rolled,,,,0.22,0.19,0.42,0.026,0.022,0.01,0.02,0.0,0.02,,,,,,,,0.04,0.02,0.0,,,,,,,,,,,885.0,,30.0,0.0,30.0,0.0,0.0,30.0,,,,,30.0,0.0,0.0,8.6,,,,,A5-standard specimen,Cylindric,50.25,0,316.0,,299.0,,457.0,,925.0,,,,40.0,,64.0,,149.0,,134.0,,,0.0,,,,,,,,,8,1.0,0.25,0.0,0.25,,73.83259,3.6,1.5,,,cylinder,0,0,,,,"[290.0, 290.0, 280.0, 280.0, 270.0, 270.0, 260.0, 260.0, 250.0, 250.0, 240.0, 240.0, 240.0, 230.0, 230.0, 230.0, 220.0, 220.0, 220.0]","[55700, 64500, 105000, 120000, 176000, 227000, 330000, 390000, 640000, 650000, 1070000, 1210000, 1380000, 2390000, 2830000, 4590000, 21200000, 21200000, 21200000]","['failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'runout', 'runout', 'runout']","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",-1.0,21200000.0,Force,,50.0,1.0,224.94,2.136,16.573,6.751,4010006.0,2335502.0,1.026,0.03,4 params,19.0,7.0,1.0,10000000.0,,
NIMS50,,,,,,,C-st_struct,Steel,,,,,,,610.0,Hot rolled,,,,0.45,0.24,0.71,0.01,0.009000000000000001,0.12,0.06,0.0,0.13,,,,,,,,0.06,0.0,0.01,,,,,,,,,,,845.0,,30.0,0.0,845.0,30.0,450.0,30.0,,,,,550.0,60.0,450.0,8.8,,,,,A5-standard specimen,Cylindric,50.25,0,701.0,,692.0,,874.0,,1510.0,,,,20.0,,59.0,,81.0,,289.0,,,0.0,,,,,,,,,4,1.0,0.25,0.0,0.25,,73.83259,3.6,1.5,,,cylinder,0,0,,,,"[580.0, 560.0, 540.0, 540.0, 520.0, 520.0, 500.0, 500.0, 490.0, 480.0, 480.0, 480.0, 460.0, 460.0, 460.0, 450.0, 440.0, 440.0, 440.0]","[33400, 64900, 31600, 112000, 61100, 207000, 362000, 391000, 698000, 159000, 301000, 21200000, 443000, 21200000, 21200000, 695000, 21200000, 21200000, 21200000]","['failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'runout', 'failure', 'runout', 'runout', 'failure', 'runout', 'runout', 'runout']","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",-1.0,21200000.0,Force,,50.0,1.0,463.73,10.586,12.227,2.695,531247.0,331103.0,1.124,0.036,4 params,19.0,9.0,3.0,10000000.0,450.0,695000
NIMS500,,,,,,,Stainless,Stainless_Steel,,,,,,,540.0,Hot rolled,,,,0.13,0.29,0.8,0.028,0.019,0.29,11.7,0.08,0.01,,,,,,,,0.05,0.0,0.01,,,,,,,,,,,30.0,,30.0,0.0,975.0,30.0,200.0,30.0,,,,,750.0,120.0,450.0,9.0,,,,,A5-standard specimen,Cylindric,50.25,0,,,516.0,,682.0,,1381.0,,,,28.0,,71.0,,250.0,,220.0,,,0.0,,,,,,,,,4,1.0,0.25,0.0,0.25,,73.83259,3.6,1.5,,,cylinder,0,0,,,,"[480.0, 480.0, 460.0, 460.0, 440.0, 440.0, 420.0, 420.0, 410.0, 400.0, 400.0, 400.0, 390.0, 390.0]","[67600, 68300, 158000, 168000, 180000, 342000, 909000, 1230000, 529000, 1330000, 2490000, 21200000, 21200000, 21200000]","['failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'runout', 'runout', 'runout']","[None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None]",-1.0,21200000.0,Force,,50.0,1.0,398.21,11.188,17.511,3.511,1805908.0,1126628.0,1.052,0.036,4 params,14.0,6.0,2.0,10000000.0,,
NIMS501,,,,,,,Stainless,Stainless_Steel,,,,,,,940.0,Hot rolled,,,,0.09,0.5,0.56,0.016,0.003,0.09,12.55,0.02,0.01,,,,,,,,0.04,0.0,0.03,,,,,,,,,,,30.0,,30.0,0.0,975.0,30.0,200.0,30.0,,,,,750.0,120.0,450.0,8.4,,,,,A5-standard specimen,Cylindric,50.25,0,,,490.0,,672.0,,1430.0,,,,29.0,,74.0,,309.0,,215.0,,,0.0,,,,,,,,,4,1.0,0.25,0.0,0.25,,73.83259,3.6,1.5,,,cylinder,0,0,,,,"[460.0, 460.0, 440.0, 440.0, 420.0, 420.0, 410.0, 410.0, 400.0, 400.0, 400.0, 390.0, 390.0, 390.0]","[104000, 115000, 210000, 307000, 476000, 511000, 928000, 1270000, 1340000, 1600000, 2910000, 21200000, 21200000, 21200000]","['failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'failure', 'runout', 'runout', 'runout']","[None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None]",-1.0,21200000.0,Force,,50.0,1.0,394.96,10.578,20.259,4.173,2213386.0,1390021.0,1.029,0.034,4 params,14.0,5.0,1.0,10000000.0,,
